team,norm_auto_leave_points,norm_auto_note_points,norm_speaker_amplified_points,norm_speaker_unamplified_points,norm_amp_points,norm_endgame_park_points,endgame_trap_points,rank
6017,0.619047619047619,0.16027088036117382,0.42735042735042744,0.27414058141096037,0.8493506493506493,0.44859813084112143,0.061151079136690656,5
3522,0.6623376623376623,0.4300225733634312,0.07122507122507124,0.5093252166568701,0.15064935064935064,0.43925233644859807,-0.0035971223021582736,6
6647,0.7748917748917749,0.10327313769751693,0.22792022792022795,0.3326699923641732,0.5272727272727272,0.44859813084112143,0.06474820143884892,7
5948,0.5497835497835498,0.4695259593679459,0.03133903133903135,0.5989237380465453,0.11948051948051948,0.5140186915887851,0,8
3158,0.7056277056277056,0.345372460496614,0.13675213675213677,0.5647419705439087,0.5038961038961038,1,-0.0035971223021582736,9
5959,0.5497835497835498,0.2387133182844244,0.1623931623931624,0.5275938615492536,0.48831168831168825,0.34579439252336447,-0.00539568345323741,10
581,0.5064935064935064,0.5953724604966141,0.47008547008547014,0.6615648508532025,0.45194805194805193,-0.08411214953271028,0.3219424460431655,1
1678,0.8138528138528138,1,0.7606837606837608,0.699553943030202,0.6311688311688312,0.29906542056074764,0.5089928057553957,2
841,0.6753246753246753,0.29232505643340856,0.2905982905982906,0.6729988425713287,0.22597402597402597,0.4579439252336448,0.05755395683453238,3
987,0.7142857142857142,0.5344243792325057,0.3561253561253562,0.733036576134888,0.48831168831168825,0.205607476635514,0.026978417266187053,4
604,0.670995670995671,0.5694130925507901,0.52991452991453,0.7993385174938988,0.6753246753246753,0.6915887850467289,0.012589928057553958,5
3256,0.5151515151515151,0.41309255079006774,0.3133903133903134,0.42899625257807217,0.24935064935064932,0.05607476635514018,-0.01798561151079137,6
2473,0.7229437229437229,0.1399548532731377,0.03418803418803419,1,0.1012987012987013,0.34579439252336447,-0.0341726618705036,7
100,0.44155844155844154,0.19808126410835214,0.29344729344729353,0.6062903680501796,0.5792207792207792,0.2336448598130841,0.01798561151079137,8
2288,0.45454545454545453,0.27313769751693,0.1965811965811966,0.568759461562073,0.33506493506493507,0.5794392523364486,-0.03776978417266187,9
1868,0.7359307359307359,0.1343115124153499,0.04558404558404559,0.5543813098147945,0.16623376623376623,0.4205607476635514,-0.04136690647482015,10
6036,0.5411255411255411,0.6636568848758465,0.5014245014245016,0.7757625665165903,0.6103896103896104,0.32710280373831774,-0.014388489208633094,1
4414,0.658008658008658,0.2979683972911964,0.17948717948717952,0.7877708483979908,0.1792207792207792,0.2803738317757009,0.2931654676258993,2
4481,0.6406926406926406,0.7065462753950339,0.3190883190883192,0.5356804208259852,0.43376623376623374,0.02803738317757009,0.061151079136690656,3
4201,0.9567099567099566,0.2855530474040632,0.17663817663817666,0.5716843883297472,0.3584415584415584,0.3364485981308411,0.13309352517985612,4
2102,0.5194805194805194,0.3064334085778781,0.3276353276353277,0.568134413321398,0.35324675324675325,0.2336448598130841,-0.048561151079136694,5
2485,0.6753246753246753,0.6331828442437925,0.3048433048433049,0.3543751269922183,0.5272727272727272,0.3177570093457944,0.08992805755395684,6
3647,0.7099567099567099,0.5338600451467269,0.3361823361823362,0.628883900704955,0.5246753246753246,0.6542056074766355,-0.01079136690647482,7
973,0.9090909090909091,0.1811512415349887,0.2592592592592593,0.8931068121326398,0.4181818181818182,0.5700934579439252,0.0341726618705036,8
1197,0.4458874458874459,0.3024830699774267,0.11396011396011398,0.4526196696850533,0.08311688311688312,0.34579439252336447,0.08453237410071943,9
5199,0.7445887445887446,0.3374717832957111,0.1253561253561254,0.4817711329220936,0.21558441558441557,0.29906542056074764,0.3183453237410072,10
1706,0.6753246753246753,0.79627539503386,0.8148148148148149,0.4655235995185758,0.6857142857142857,0.07476635514018691,0.31115107913669066,1
4522,0.6233766233766234,0.4723476297968397,1,0.3698581417189609,1,0.48598130841121495,0.11510791366906475,2
2718,0.41558441558441556,0.46106094808126413,-0.0028490028490028496,0.7287520413404995,0.04935064935064935,0.44859813084112143,-0.007194244604316547,3
1987,0.9653679653679653,0.4164785553047404,0.43019943019943024,0.6943632513279693,0.33506493506493507,0.13084112149532712,-0.00539568345323741,4
5801,0.7878787878787878,0.4977426636568849,0.15099715099715105,0.42503982797705253,0.3012987012987013,0.6635514018691588,-0.030575539568345328,5
4766,0.7705627705627706,0.40406320541760726,0.16524216524216526,0.43127442664103766,0.24675324675324672,0.5140186915887851,0.012589928057553958,6
1208,0.7056277056277056,0.29232505643340856,0.23646723646723647,0.895056411073898,0.23376623376623376,0.5981308411214953,-0.05575539568345324,7
9126,0.25541125541125537,0.2917607223476298,0.492877492877493,0.4329979904201234,0.638961038961039,0.5514018691588785,0.03597122302158274,8
5013,0.7489177489177489,0.5344243792325057,0.29344729344729353,0.6111344493124565,0.2961038961038961,0.27102803738317754,-0.03237410071942446,9
6391,0.7619047619047619,0.30869074492099324,0.42735042735042744,0.36585509825617946,0.587012987012987,0.6915887850467289,0.03776978417266187,10
7605,0.5670995670995671,0.5970654627539503,0.2507122507122508,0.3841104226916963,0.2987012987012987,0.3364485981308411,0.13309352517985612,1
3990,0.7445887445887446,0.44243792325056436,0.40740740740740744,0.5465551474346663,0.8103896103896104,0.6074766355140186,0.007194244604316547,2
5439,0.8398268398268398,0.4559819413092551,0.07692307692307694,0.5854453759129484,0.2025974025974026,0.16822429906542055,-0.01079136690647482,3
3996,0.5887445887445888,0.3374717832957111,0.3019943019943021,0.5611256515933998,0.42597402597402595,0.2897196261682243,-0.012589928057553958,4
4947,0.6623376623376623,0.4762979683972912,0.20512820512820515,0.4988407219129282,0.24935064935064932,0.4766355140186916,-0.0017985611510791368,5
5618,0.3852813852813853,0.2200902934537246,0.048433048433048444,0.5394938278582563,0.1922077922077922,0.14018691588785046,0.061151079136690656,6
5528,0.7792207792207793,0.45767494356659144,0.08831908831908833,0.44906023483742996,0.1012987012987013,0.21495327102803738,0.008992805755395685,7
3544,0.7705627705627706,0.32505643340857787,0.11965811965811968,0.44870373798741825,0.16623376623376623,0.43925233644859807,-0.008992805755395685,8
3360,0.31601731601731603,0.2737020316027088,0.09686609686609689,0.4237374497069686,0.24935064935064932,0.21495327102803738,-0.01618705035971223,9
9406,0.8181818181818181,0.2827313769751693,0.45014245014245025,0.3908173401329518,0.7350649350649351,0.14018691588785046,-0.0035971223021582736,10
